Policy_ID,Age,Gender,Location,Insurance_Type,Coverage_Amount,Premium,Deductible,Risk_Factor,Claims_Count,Total_Claim_Cost,Claim_Reason,Customer_Feedback_Score,Policy_Start_Date,Last_Claim_Date
383,22,Male,Rural,Life,91984.53,714.74,586.53,0.15,1,8648.61,Other,5,2022-01-09 02:08:33,2018-01-19 13:27:15
384,40,Male,Suburban,Life,107934.86,1679.12,357.29,0.17,0,0,Natural Disaster,3,2018-06-05 08:25:23,2011-12-06 06:00:06
385,53,Male,Urban,Home,58228.36,1023.98,783.75,0.11,0,0,Accident,5,2010-09-21 17:05:51,2020-01-03 02:01:12
386,37,Non-Binary,Rural,Life,111217.21,775.94,976.72,0.39,0,0,Other,4,2022-04-12 03:07:30,2022-08-14 12:15:55
387,25,Female,Suburban,Home,213666.23,666.84,516.32,0.44,2,2441.96,Accident,3,2021-12-27 09:08:15,2020-11-22 00:50:36
388,26,Non-Binary,Urban,Home,324496.19,728.95,957.49,0.35,0,0,Natural Disaster,5,2017-09-17 10:01:38,2010-09-07 10:11:35
389,31,Female,Suburban,Life,265813.18,1076.57,925.33,0.33,1,7783.43,Other,4,2018-04-06 01:09:47,2020-08-24 18:50:34
390,23,Female,Urban,Automotive,487578.96,1348.46,836.44,0.04,1,2682.5,Other,3,2014-05-10 05:24:43,2016-12-26 04:10:39
391,18,Female,Rural,Home,54647.56,1834.38,754.17,0.27,0,0,Accident,8,2010-06-11 14:47:19,2017-03-29 01:53:35
392,26,Non-Binary,Rural,Life,354998.81,1707.28,118.02,0.45,1,11450.7,Natural Disaster,4,2011-05-25 14:51:16,2015-09-06 15:03:26
393,33,Male,Suburban,Home,130138.33,647.68,911.45,0.18,1,13561.52,Accident,5,2020-08-14 05:34:48,2013-02-13 00:01:26
394,33,Male,Urban,Life,242544.07,1818.94,615.33,0.17,0,0,Other,6,2017-02-16 02:38:50,2013-12-11 08:38:02
395,29,Non-Binary,Rural,Life,378405.57,886.02,218.41,0.17,3,16838.9,Accident,2,2021-10-31 02:40:38,2022-05-15 20:41:53
396,22,Non-Binary,Suburban,Automotive,75973.54,1180.8,722.26,0.34,0,0,Natural Disaster,2,2010-02-20 14:05:28,2015-11-18 22:47:16
397,57,Female,Suburban,Life,87126.56,861.82,344.7,0.33,2,24922.78,Other,3,2010-09-08 21:01:09,2022-12-22 03:13:50
398,46,Non-Binary,Suburban,Home,393959.81,1685.45,722.57,0.26,0,0,Other,3,2011-09-04 15:23:30,2022-12-18 21:43:16
399,63,Female,Urban,Home,232958.63,487.57,172.39,0.28,2,7679.09,Other,7,2012-12-27 15:23:29,2015-05-29 22:46:10
400,44,Non-Binary,Suburban,Automotive,448116.68,1869.65,977.55,0.55,1,7655,Other,5,2013-05-13 14:12:47,2016-01-22 22:33:08
401,28,Male,Urban,Home,258849.89,670.76,159.87,0.19,1,1057.16,Theft,7,2022-07-05 09:25:28,2015-10-17 01:11:41
402,64,Male,Suburban,Automotive,359257.88,738.32,880.94,0.08,0,0,Theft,1,2013-09-10 22:31:08,2016-09-02 10:04:49
403,67,Male,Urban,Life,378791.72,598.71,384.3,0.37,1,8598.85,Theft,1,2022-10-11 17:58:58,2016-06-21 18:48:40
404,45,Non-Binary,Suburban,Life,276082.81,496.62,363.79,0.41,2,6446.13,Accident,3,2017-08-02 03:15:20,2012-06-06 11:53:33
405,69,Female,Suburban,Life,443246.45,1287.49,455.48,0.17,2,22962.92,Natural Disaster,1,2013-08-27 08:41:38,2013-02-01 22:55:58
406,53,Male,Urban,Automotive,324066.11,1046.53,795.3,0.35,0,0,Other,2,2013-10-24 15:41:04,2014-07-10 22:38:08
407,59,Female,Rural,Home,123820.07,1688.73,279.79,0.12,0,0,Natural Disaster,10,2018-12-19 01:36:11,2012-03-28 10:50:57
408,36,Male,Rural,Home,257705.79,873.17,502.37,0.07,0,0,Theft,8,2011-08-16 02:49:46,2011-06-06 20:36:29
409,52,Female,Rural,Life,73261.43,1626.27,539.92,0.38,0,0,Natural Disaster,8,2011-08-01 23:53:48,2018-08-01 13:47:40
410,69,Non-Binary,Urban,Home,497286.17,1296.76,916.77,0.1,1,14382.72,Theft,8,2010-04-27 10:40:18,2018-01-19 06:20:42
411,48,Non-Binary,Rural,Automotive,75743.4,1468.99,599.36,0.24,0,0,Theft,7,2019-03-25 07:04:21,2013-06-05 17:10:42
412,61,Female,Suburban,Automotive,174047.55,1099.97,674.79,0.21,1,6623.96,Other,4,2013-04-29 14:28:03,2020-01-14 13:16:22
413,36,Non-Binary,Urban,Automotive,353374.83,770.76,904.67,0.34,0,0,Theft,9,2017-06-26 02:27:37,2010-02-28 05:11:09
414,63,Female,Rural,Automotive,165152.99,312.53,400.02,0.18,1,7739.23,Other,10,2017-10-03 03:40:36,2015-07-12 23:55:58
415,41,Non-Binary,Suburban,Home,423989.89,731.88,165.02,0.49,0,0,Theft,6,2019-03-21 15:49:21,2016-01-18 15:11:43
416,19,Non-Binary,Suburban,Automotive,178174.71,1271.15,809.66,0.16,0,0,Accident,8,2018-10-01 06:32:37,2016-09-01 05:11:01
417,24,Female,Urban,Home,313578.54,1204.29,782.86,0.22,0,0,Other,8,2013-07-31 22:22:58,2014-05-31 15:44:47
418,60,Male,Rural,Life,415593.93,1940.62,391.87,0.06,0,0,Natural Disaster,9,2012-03-03 04:11:46,2019-04-21 12:57:11
419,66,Male,Suburban,Home,416431.26,1509.07,953.16,0.23,1,842.61,Other,7,2021-08-18 18:07:49,2016-02-09 17:06:17
420,48,Male,Rural,Automotive,452406.67,571.04,850.32,0.38,0,0,Other,5,2020-06-24 06:38:35,2011-01-17 06:22:55
421,34,Female,Suburban,Home,486974.39,1985.66,102.53,0.03,2,16232.7,Natural Disaster,5,2019-07-02 16:49:43,2011-12-29 03:31:01
422,44,Male,Suburban,Life,381256.64,887.19,195.1,0.75,0,0,Accident,1,2011-07-21 23:13:22,2018-10-25 09:16:55
423,53,Non-Binary,Urban,Life,315236.36,1302.9,518.09,0.25,1,5083.24,Theft,4,2013-08-30 12:47:12,2022-09-26 18:25:32
424,67,Male,Rural,Life,411709.7,511.84,919.27,0.34,2,28831.3,Theft,1,2018-01-27 16:04:33,2018-01-13 10:02:45
425,60,Non-Binary,Suburban,Home,155140.13,1507.25,258.63,0.5,0,0,Theft,5,2019-06-12 23:44:47,2015-02-03 00:14:24
426,27,Male,Rural,Automotive,226386.6,1881.54,702.06,0.18,2,17900.58,Accident,6,2017-09-27 20:30:12,2011-02-23 17:09:09
427,62,Male,Rural,Automotive,459692.41,811.35,881.21,0.1,1,8899.9,Theft,9,2010-10-15 16:22:38,2017-11-03 12:16:01
428,31,Female,Rural,Home,495297.98,1676.16,936.88,0.31,1,7084.52,Natural Disaster,1,2021-12-13 18:00:52,2019-08-25 23:47:33
429,24,Non-Binary,Urban,Automotive,485006.5,1957.38,690.46,0.36,3,30058.04,Accident,8,2012-11-12 20:29:21,2019-03-26 18:51:20
430,56,Non-Binary,Suburban,Automotive,215896.29,835.22,417.56,0.31,1,14264.51,Theft,2,2010-12-09 08:09:45,2010-04-11 09:40:20
431,57,Non-Binary,Rural,Home,128703.9,556.77,427.44,0.15,2,19795.13,Accident,1,2019-10-11 00:15:04,2021-10-20 03:45:40
432,26,Male,Urban,Life,178664.87,1940.26,786.02,0.49,1,1558.83,Other,1,2016-10-10 09:56:40,2022-06-05 13:47:17
433,31,Male,Rural,Automotive,73202.89,1361.23,883.75,0.25,2,21401.21,Accident,2,2020-12-27 02:08:34,2021-10-23 14:42:29
434,25,Female,Urban,Life,53516.05,576.58,965.68,0.32,0,0,Other,9,2018-10-11 09:33:19,2013-11-01 03:27:40
435,34,Female,Rural,Automotive,65998.4,1288.41,783.32,0.39,0,0,Accident,4,2019-03-17 05:21:39,2010-06-28 14:13:11
436,40,Female,Rural,Life,352176.58,1029.23,602.91,0.01,1,9048.89,Other,4,2021-07-13 05:43:23,2011-10-24 16:33:32
437,33,Male,Rural,Life,115185.24,407.78,921.76,0.34,1,14201.8,Other,8,2014-08-30 02:46:22,2017-06-18 08:43:15
438,43,Female,Urban,Automotive,264546.59,1818.29,948.51,0.35,0,0,Other,10,2010-04-05 01:14:45,2016-01-28 13:47:58
439,26,Non-Binary,Urban,Automotive,239457.95,1720.21,520.84,0.32,1,10137.85,Theft,2,2022-08-28 00:41:16,2010-09-25 00:18:24
440,53,Female,Suburban,Home,462691.39,650.22,953.54,0.23,1,7289.5,Natural Disaster,2,2018-05-06 07:53:59,2011-01-24 14:54:43
441,24,Male,Suburban,Automotive,471984.22,1718.58,642.92,0.07,0,0,Theft,3,2019-02-20 10:02:32,2011-07-24 16:26:17
442,35,Female,Urban,Automotive,421849.36,1640.02,468.12,0.45,1,3258.32,Natural Disaster,3,2016-08-23 12:08:01,2013-02-16 17:20:53
443,25,Non-Binary,Suburban,Home,401862.04,1560.5,894.54,0.09,0,0,Accident,5,2018-11-17 10:44:00,2016-01-01 01:17:03
444,38,Non-Binary,Urban,Life,426915.48,706.94,477.72,0.17,1,974.23,Other,1,2020-09-22 04:15:26,2017-07-01 13:27:48
445,43,Non-Binary,Urban,Home,468546.84,363.67,424.32,0.59,1,7872.39,Accident,6,2013-11-25 11:08:18,2013-04-09 19:33:47
446,20,Male,Urban,Life,304795.87,1690.72,836.84,0.25,0,0,Other,5,2018-05-09 16:09:01,2013-06-12 09:19:50
447,34,Non-Binary,Suburban,Home,251424.56,1637.97,977.56,0.14,1,6511.81,Theft,5,2022-09-05 08:42:38,2012-12-12 08:56:16
448,68,Female,Rural,Automotive,426415.29,630.75,696.63,0.08,1,14226.31,Natural Disaster,10,2011-06-22 09:38:50,2013-01-16 21:37:29
449,63,Female,Suburban,Automotive,245209.22,748.8,391.37,0.16,2,26123.22,Accident,3,2011-05-24 01:26:31,2016-09-02 04:51:28
450,41,Non-Binary,Rural,Life,178494.96,714.68,852.09,0.28,1,9095.32,Theft,3,2011-04-23 06:14:28,2020-04-13 04:21:20
451,42,Male,Suburban,Automotive,271502.05,1190.14,922.51,0.42,0,0,Other,9,2011-02-28 01:13:15,2013-05-23 13:09:20
452,22,Non-Binary,Rural,Life,212599.15,1536.99,234.16,0.58,2,21980.95,Other,10,2020-12-03 11:17:20,2010-05-08 20:55:41
453,54,Female,Rural,Home,310707.9,773.88,378.48,0.09,2,2801.11,Other,7,2015-04-22 02:23:34,2020-04-03 00:27:37
454,62,Female,Urban,Automotive,275484.38,608.23,655.38,0.39,1,11086.32,Natural Disaster,4,2018-10-25 00:26:49,2012-07-29 06:06:53
455,67,Non-Binary,Suburban,Life,290103.34,1520.79,399.34,0.37,2,6860.68,Accident,10,2012-09-09 16:29:08,2017-05-25 02:42:14
456,41,Male,Rural,Home,68678.85,1894.07,656.26,0.13,0,0,Theft,5,2018-04-01 03:43:04,2020-06-03 00:42:19
457,48,Female,Suburban,Automotive,157175.36,919.29,844.5,0.59,2,19007.17,Accident,8,2017-11-12 15:30:56,2014-10-10 14:56:56
458,43,Male,Urban,Automotive,198908.89,1121.59,224.65,0.19,1,5839.09,Accident,1,2010-09-04 08:25:24,2011-05-13 13:11:03
459,38,Non-Binary,Urban,Life,95982.13,1853.61,661.77,0.2,0,0,Accident,1,2017-03-11 17:21:59,2021-08-10 08:44:47
460,51,Female,Rural,Automotive,319323.53,1613.36,697.04,0.31,0,0,Natural Disaster,2,2016-11-13 02:21:08,2015-09-12 00:00:32
461,55,Female,Urban,Life,126082.54,597.43,886.42,0.12,0,0,Accident,1,2016-06-19 14:47:05,2011-03-28 23:04:32
462,41,Female,Suburban,Automotive,115238.53,648.76,741.62,0.06,5,21585.57,Accident,1,2016-05-14 17:36:04,2011-07-02 00:58:16
463,45,Female,Urban,Home,269343.36,391.12,810.1,0.15,0,0,Natural Disaster,9,2021-12-24 04:28:12,2019-08-11 16:18:00
464,47,Female,Urban,Automotive,246634.33,759.43,248.97,0.51,1,656.14,Other,3,2017-01-24 22:37:53,2011-11-18 10:27:02
465,51,Female,Urban,Life,336684.36,1104.66,219.22,0.1,0,0,Theft,3,2017-01-06 10:58:27,2011-04-25 06:48:06
466,69,Non-Binary,Urban,Life,486513.96,817.14,914.06,0.24,1,7493.33,Other,8,2022-04-03 01:26:06,2019-02-15 20:23:41
467,69,Female,Suburban,Life,68220.52,1101.31,248.96,0.25,1,8143.16,Theft,6,2012-05-10 00:03:42,2014-09-07 02:08:03
468,40,Female,Suburban,Home,271346.58,1347.27,433.32,0.48,0,0,Other,4,2010-10-11 15:41:54,2015-11-19 07:26:30
469,25,Non-Binary,Rural,Automotive,416770.65,1882.48,811.15,0.63,1,6781.01,Theft,5,2012-03-13 02:32:46,2021-07-11 03:07:56
470,59,Female,Urban,Automotive,206625.36,1869.94,154.4,0.3,0,0,Theft,7,2015-09-25 18:39:18,2012-05-19 03:48:06
471,67,Female,Rural,Automotive,233693.78,1357.86,568.02,0.14,1,2901.55,Accident,3,2022-11-05 11:41:44,2017-08-07 23:18:36
472,27,Non-Binary,Rural,Life,100598.51,922.36,591.31,0.34,2,7684.14,Natural Disaster,3,2011-11-30 07:15:28,2018-07-08 01:35:10
473,18,Female,Suburban,Life,287638.12,738.38,103.66,0.6,1,782.55,Theft,9,2016-05-18 11:08:59,2010-03-30 09:27:03
474,37,Female,Urban,Automotive,72906.66,1331.8,453.83,0.03,0,0,Natural Disaster,1,2011-07-02 01:22:22,2015-03-25 05:59:41
475,54,Non-Binary,Urban,Life,185966.41,1400.3,916.45,0.53,1,9744.24,Natural Disaster,10,2016-08-18 02:42:28,2014-04-25 19:41:24
476,35,Female,Suburban,Automotive,350351.75,755.57,483.62,0.56,1,2743.33,Accident,5,2014-03-18 21:29:03,2018-02-25 06:00:37
477,38,Non-Binary,Suburban,Automotive,387438.28,399.63,922.13,0.13,2,10855.23,Other,9,2011-06-13 17:07:22,2015-11-04 22:18:40
478,66,Female,Suburban,Life,170527.7,900.99,384.17,0.2,0,0,Other,4,2021-09-28 21:26:00,2017-08-07 06:15:09
479,21,Female,Urban,Automotive,293086.26,1922.72,554.8,0.19,0,0,Accident,10,2015-03-01 09:35:53,2010-08-15 20:11:58
480,60,Non-Binary,Rural,Life,285623,681.73,858.73,0.28,0,0,Natural Disaster,10,2021-11-26 19:20:46,2017-05-20 20:18:33
481,19,Male,Rural,Automotive,379033.51,827.36,983.31,0.42,1,2504.54,Other,3,2011-07-07 06:01:10,2011-07-17 09:35:22
482,38,Non-Binary,Urban,Life,225313.08,797.84,783.27,0.41,0,0,Other,4,2012-12-26 09:38:19,2013-01-01 09:20:47
483,54,Male,Rural,Life,197102.3,1492.32,409.28,0.29,1,4035.05,Accident,3,2021-01-02 18:10:21,2019-03-08 07:54:27
484,22,Male,Urban,Life,103794.64,1549.52,382.54,0.58,2,1667.14,Other,5,2013-05-09 06:24:46,2010-12-07 18:54:50
485,34,Female,Urban,Automotive,248394.77,1055.34,151.37,0.56,1,1014.45,Accident,8,2021-12-18 12:32:59,2021-10-06 22:22:52
486,66,Non-Binary,Suburban,Automotive,194199.01,1851.79,282.63,0.24,0,0,Natural Disaster,7,2012-02-18 07:49:20,2021-06-28 03:23:02
487,65,Male,Urban,Home,138175.74,1532.92,783.76,0.51,0,0,Other,10,2012-08-11 18:04:24,2014-05-22 05:46:54
488,28,Male,Suburban,Automotive,123339.6,1809.56,473.35,0.66,0,0,Theft,10,2010-12-07 21:28:39,2010-10-30 12:17:20
489,63,Male,Suburban,Automotive,198426.32,1748.56,240.89,0.01,1,13670.47,Other,10,2016-04-07 06:22:04,2020-05-25 11:27:13
490,58,Male,Rural,Automotive,406182.42,1613.41,367.83,0.22,0,0,Accident,8,2019-07-14 11:12:01,2020-08-13 00:29:05
491,48,Non-Binary,Suburban,Home,403088.34,845.58,629.92,0.28,1,8805.52,Theft,2,2017-08-16 07:43:14,2014-12-25 12:01:00
492,45,Female,Rural,Home,490383.71,532.65,960.93,0.29,1,9101.57,Accident,3,2013-03-11 08:51:56,2010-10-23 23:09:40
493,61,Female,Urban,Automotive,238858.17,1444.59,963.49,0.41,2,29971.24,Accident,3,2015-03-05 04:49:07,2010-01-08 19:50:40
494,49,Male,Rural,Automotive,449224.86,1490.4,202.63,0.38,0,0,Theft,4,2012-03-05 08:09:18,2015-07-29 16:37:17
495,38,Female,Rural,Life,470154.41,1580,312.64,0.34,1,10760.71,Theft,6,2018-12-19 21:12:34,2010-03-31 22:01:06
496,24,Male,Rural,Automotive,213057.49,1678.09,639.02,0.28,1,5091.01,Theft,8,2019-09-16 05:28:28,2021-06-21 15:36:35
497,27,Female,Urban,Life,269801.21,979.2,920.85,0.36,1,9755.37,Theft,9,2013-11-24 20:26:29,2022-09-06 01:03:56
498,45,Female,Urban,Automotive,202776.2,934.44,983.34,0.06,1,12034.8,Other,2,2015-11-22 17:59:54,2021-10-16 01:01:01
499,65,Non-Binary,Suburban,Life,98341.03,836.85,754.41,0.03,2,9795.95,Theft,6,2019-12-21 19:04:29,2014-07-30 14:11:20
500,53,Male,Urban,Home,230954.28,1036.24,470.47,0.19,1,8096.64,Other,6,2010-03-10 04:44:18,2021-07-26 06:18:40
501,37,Non-Binary,Suburban,Home,483518.49,1782.21,885.52,0.32,2,2506.83,Accident,10,2010-03-25 14:35:53,2022-03-17 11:49:47
502,30,Female,Urban,Automotive,420041.68,303.25,477.4,0.47,3,37021.75,Other,1,2019-06-12 23:47:06,2018-07-26 03:08:57
503,36,Male,Rural,Home,392825.59,1235.11,700.16,0.15,1,12359.67,Theft,7,2018-12-12 18:36:35,2012-01-22 14:36:23
504,67,Male,Suburban,Home,95416.85,680.28,540.67,0.5,0,0,Natural Disaster,1,2012-07-04 03:13:47,2012-11-12 14:07:31
505,28,Male,Urban,Life,54856.4,1275.21,801.52,0.42,1,2525.84,Other,3,2017-02-21 09:45:39,2011-10-05 02:07:33
506,52,Male,Urban,Home,112985.18,446.58,762.03,0.6,2,15010.67,Other,3,2012-10-13 14:12:28,2014-02-01 20:32:35
507,51,Male,Urban,Automotive,225000,444,451.63,0.13,1,3787.54,Accident,5,2016-02-05 05:07:53,2016-07-19 14:13:44
508,61,Male,Rural,Automotive,464488.58,622.98,190.73,0.21,1,5389.53,Accident,8,2022-12-07 22:22:30,2017-02-07 10:31:50
509,21,Female,Suburban,Home,110012.12,1974.59,956.59,0.18,0,0,Other,4,2011-04-19 22:02:24,2022-08-14 07:31:49
510,30,Male,Suburban,Automotive,307617.44,1397.91,926.75,0.05,1,2602.78,Theft,8,2015-08-21 09:27:11,2015-07-30 22:05:56
511,54,Female,Suburban,Home,291110.23,1032.67,263.69,0.54,2,9010.49,Natural Disaster,3,2014-10-17 02:51:09,2011-10-11 09:28:45
512,19,Non-Binary,Urban,Automotive,122384.61,812.66,282.97,0.16,0,0,Natural Disaster,5,2020-06-16 08:12:05,2014-06-17 00:48:22
513,67,Female,Suburban,Life,406703.92,1287.42,808.94,0.45,1,2458.21,Theft,2,2010-01-13 21:55:13,2020-05-14 05:10:02
514,18,Non-Binary,Suburban,Home,65688.51,1070.44,808.09,0.16,1,4873.22,Theft,8,2013-11-16 20:43:06,2020-06-27 06:47:50
515,57,Male,Urban,Automotive,85430.63,1085.86,968.94,0.5,1,1014.99,Theft,3,2015-10-31 11:17:08,2022-10-31 20:18:48
516,42,Female,Urban,Life,430615.22,954.21,997.84,0.18,1,9192.47,Natural Disaster,5,2011-03-26 14:24:31,2020-10-12 04:43:19
517,54,Female,Urban,Home,205736.6,710.1,548.52,0.46,1,7757.09,Other,3,2015-12-07 08:30:19,2012-04-29 06:13:55
518,53,Female,Urban,Automotive,492835.97,443.57,964.33,0.19,1,10736.87,Other,2,2010-08-31 07:25:51,2021-11-11 01:08:28
519,23,Non-Binary,Rural,Home,156367.37,1466.52,834.38,0.18,1,10903.87,Theft,8,2015-07-02 22:32:56,2015-01-06 23:15:28
520,24,Male,Rural,Life,455215.49,601.32,780.73,0.31,2,21595.95,Accident,4,2022-07-31 23:32:22,2014-09-03 05:53:27
521,21,Female,Suburban,Home,308217.34,1023.34,429.36,0.29,3,20183.86,Natural Disaster,1,2015-05-03 19:22:22,2022-09-11 11:13:00
522,52,Non-Binary,Rural,Life,227023.32,1298.32,865.35,0.13,1,14278.25,Theft,10,2020-08-21 17:57:26,2011-10-17 06:35:47
523,58,Female,Urban,Life,396210.96,549.66,927.2,0.26,2,10441.27,Natural Disaster,6,2017-10-06 18:11:38,2013-05-20 09:28:07
524,51,Female,Rural,Automotive,427932.45,1315.51,760.6,0.17,1,11129.96,Theft,6,2017-02-13 20:14:03,2020-06-21 21:43:38
525,46,Female,Urban,Life,190673.54,915.7,681.84,0.55,1,13216.68,Natural Disaster,8,2020-02-01 08:39:51,2022-05-28 09:14:57
526,22,Female,Rural,Life,264600.78,734.52,676.36,0.13,0,0,Natural Disaster,4,2012-12-06 20:15:43,2018-07-29 11:08:07
527,44,Non-Binary,Urban,Automotive,354054.49,1232.62,240.11,0.3,1,5578.64,Accident,9,2012-12-17 16:25:03,2018-09-27 23:39:38
528,50,Male,Suburban,Life,364139.29,1981.4,297.92,0.17,1,1405.55,Natural Disaster,10,2022-05-10 06:44:47,2017-08-09 08:50:38
529,63,Male,Suburban,Automotive,185153.53,1606.6,306.05,0.72,1,14746.08,Natural Disaster,9,2020-09-19 22:21:04,2014-09-03 22:26:31
530,69,Female,Rural,Automotive,91716.97,784.94,246.41,0.23,0,0,Natural Disaster,9,2010-11-06 16:14:31,2016-01-26 11:34:51
531,27,Non-Binary,Urban,Life,225997.26,1152.61,530.2,0.41,3,5145.06,Accident,4,2020-03-11 00:38:53,2014-04-23 20:14:02
532,23,Male,Suburban,Home,205117.38,990.32,160.23,0.32,0,0,Natural Disaster,1,2017-08-28 19:45:51,2016-03-19 04:27:00
533,51,Male,Urban,Life,90327.78,1193.28,358.68,0.48,3,21998.4,Other,6,2019-09-13 11:30:31,2014-05-02 12:09:45
534,25,Female,Rural,Home,226934.88,1475.63,826.69,0.21,2,11798.24,Natural Disaster,7,2015-07-13 11:25:24,2012-08-12 20:20:21
535,48,Female,Urban,Life,307020.5,1639.16,932.36,0.13,2,25795.35,Theft,10,2019-04-09 23:27:21,2013-06-27 16:37:50
536,26,Non-Binary,Urban,Automotive,498351.79,1924.83,878.88,0.28,0,0,Natural Disaster,5,2012-03-01 03:45:29,2011-05-31 15:14:37
537,38,Male,Rural,Life,390653.96,801.6,385.45,0.36,0,0,Natural Disaster,9,2018-03-29 21:02:29,2010-02-24 18:43:39
538,25,Female,Suburban,Automotive,198766.15,851.23,576.37,0.3,0,0,Other,9,2017-12-11 01:42:42,2017-06-21 00:49:22
539,21,Non-Binary,Rural,Home,237102.61,338.04,940.31,0.38,0,0,Theft,7,2012-11-10 15:07:25,2014-03-01 17:50:43
540,39,Non-Binary,Urban,Life,103171.06,809.43,610.01,0.1,1,1697.79,Natural Disaster,5,2012-04-26 22:43:02,2019-03-11 01:39:19
541,45,Non-Binary,Rural,Home,412108.26,1900.91,329.71,0.2,0,0,Other,6,2012-08-24 09:07:07,2022-04-26 17:22:22
542,62,Male,Rural,Life,304614.13,1716.78,716.14,0.24,2,26276.17,Other,8,2014-12-11 15:23:46,2010-05-01 06:49:23
543,21,Male,Urban,Automotive,262936.65,502.28,669.75,0.41,1,5639.79,Natural Disaster,2,2022-02-18 00:37:57,2022-08-12 01:23:22
544,56,Male,Rural,Automotive,254617.18,1939.89,173.51,0.5,3,4634.26,Other,4,2021-02-07 15:40:10,2015-04-04 09:37:59
545,38,Non-Binary,Suburban,Life,154650.75,1809.45,793.15,0.29,0,0,Natural Disaster,2,2016-05-22 05:18:01,2011-01-13 11:34:43
546,25,Non-Binary,Suburban,Home,173227.61,1758.76,181.17,0.37,2,21978.02,Theft,1,2014-06-08 06:41:44,2012-06-06 04:33:52
547,37,Female,Rural,Life,195606.14,1870.77,665.7,0.37,2,5176.79,Natural Disaster,2,2014-01-15 18:17:37,2016-07-07 18:30:38
548,49,Female,Urban,Life,50801.91,1207.78,721.46,0.41,0,0,Other,1,2019-09-06 08:29:23,2021-07-16 06:50:23
549,18,Male,Rural,Life,293660.75,1950.63,633.88,0.63,1,3440.27,Other,2,2010-10-18 19:49:00,2013-01-18 22:02:40
550,23,Male,Rural,Home,495460.66,344.53,435.95,0.35,2,9105.45,Theft,4,2010-05-15 04:49:46,2013-04-09 18:42:13
551,45,Female,Suburban,Life,197697.79,1256.13,645.17,0.02,1,8190.3,Other,1,2014-02-14 14:12:28,2018-04-25 06:33:22
552,61,Male,Suburban,Automotive,264955.46,934.26,597.33,0.16,0,0,Accident,10,2014-05-16 21:24:22,2013-06-12 17:52:57
553,48,Female,Urban,Life,445920.61,1258.91,635.68,0.27,1,10423.67,Accident,9,2010-10-26 13:45:19,2014-05-31 19:02:48
554,27,Female,Urban,Life,290539.9,1827.22,828.78,0.58,1,6652.66,Accident,6,2010-04-04 02:37:07,2020-10-24 18:00:13
555,37,Female,Urban,Automotive,317850.84,1063.92,843.37,0.37,1,3582.25,Other,1,2022-08-19 23:39:32,2010-07-19 09:01:50
556,25,Non-Binary,Rural,Life,211170.58,686.67,781.07,0.45,2,23971.83,Natural Disaster,8,2016-11-10 12:33:44,2018-12-04 18:16:04
557,39,Male,Rural,Home,263931.16,909.86,534.07,0.27,0,0,Other,4,2016-04-29 16:11:27,2018-03-10 11:19:27
558,55,Non-Binary,Rural,Life,283415.21,1057.74,419.58,0.11,1,5248.91,Natural Disaster,1,2012-12-15 17:08:01,2018-01-08 05:05:48
559,46,Male,Rural,Home,393084.85,1073.39,890.45,0.31,0,0,Other,6,2017-11-02 11:12:31,2012-11-04 02:17:13
560,26,Non-Binary,Urban,Life,442836.8,874.32,889.09,0.25,0,0,Accident,10,2016-01-28 23:09:51,2015-12-06 15:41:25
561,61,Male,Urban,Life,348639.04,1086.5,832.28,0.54,1,4326.08,Natural Disaster,1,2012-07-20 06:23:10,2017-04-16 01:02:01
562,64,Male,Urban,Life,252440.38,889.08,895.92,0.17,0,0,Accident,3,2017-12-10 22:46:32,2014-10-05 04:53:49
563,18,Female,Rural,Home,430159.21,810.99,455.73,0.07,3,16594.23,Other,4,2018-04-22 04:11:31,2021-03-04 20:30:21
564,58,Non-Binary,Rural,Automotive,150350.68,1764.1,581.01,0.13,0,0,Theft,8,2019-02-27 20:11:57,2012-12-16 16:18:24
565,69,Non-Binary,Urban,Life,208097.56,1736.78,612.9,0.09,1,5128.62,Accident,4,2010-01-03 07:13:13,2021-04-20 12:19:38
566,56,Male,Suburban,Life,179749.03,782.83,746.13,0.28,0,0,Other,5,2012-02-29 14:08:09,2010-02-17 03:54:30
567,43,Non-Binary,Urban,Life,242124.06,1816.58,803.94,0.3,1,5774.36,Other,8,2014-10-05 17:40:57,2012-06-01 07:41:55
568,28,Male,Rural,Automotive,385013.1,1020.22,605.97,0.38,1,9241.67,Natural Disaster,6,2021-05-11 06:30:06,2011-04-30 16:28:27
569,69,Male,Rural,Life,125453.22,886.6,912.46,0.38,1,3768.91,Accident,2,2015-05-04 15:29:39,2015-07-27 00:35:40
570,52,Female,Urban,Home,448195.26,664.47,302.18,0.55,0,0,Other,3,2018-04-07 22:29:22,2017-06-01 01:45:47
571,41,Male,Suburban,Automotive,301726.29,1508.71,467.81,0.41,1,7787.89,Theft,5,2012-11-25 02:53:45,2016-09-22 02:46:11
572,50,Non-Binary,Suburban,Home,239996.76,349.55,151.56,0.1,1,9836.14,Accident,9,2018-11-13 04:38:00,2016-12-15 19:59:46
573,37,Female,Rural,Home,109062.02,1321.4,983.72,0.13,1,5117.51,Theft,1,2022-05-28 05:38:31,2022-06-20 23:32:43
574,44,Male,Rural,Automotive,326184.83,347.56,821.19,0.23,1,11253.64,Other,10,2011-09-06 19:51:18,2010-09-10 10:17:42
